4463, -4961, 3908, -9725, -4681, 2817, 9621, 4851, 4599, 8897, 1300, 8928, -6926, 8925, 135
-5246, 2039, -5379, -231, 7083, -3974, -3493, -8985, 3090, -259, 7201, 869, -4508, 7247, 7465
308, -4335, -5835, 1281, 3347, 3949, -6070, -3523, 9170, -4904, 4797, -6063, -2527, -5307, 4776
-5129, -7332, 4946, 8785, -3671, 4494, 1984, -8901, 473, 7950, 7354, -2894, -9406, 5013, 9698
-699, -9187, 5059, 4824, 8649, 7539, -1874, -5137, -9011, -5601, -3008, 1498, -4975, -3245, -6706
9530, 1278, 4485, 6103, -4375, -5245, -5638, -8059, -7975, -4542, -5808, -3413, 3107, 9869, 3364
5094, 3176, 7861, -1207, 1445, 4351, 8956, -2739, -9538, -5548, 7634, 9040, 8494, -9444, 9487
-11, -6587, 1226, 4493, 6264, 2777, 9878, 3175, 9172, -1889, -8974, 4619, 3513, 3039, -1878
5953, 8992, -8421, -3411, 3366, 718, 9954, 6471, -6388, 1102, 1994, -3053, -2666, -5646, 483
-8143, -6772, 8925, -1517, 5576, -4356, 7890, 4596, -2318, 4796, -3425, 799, -6658, 4244, -4766
-4259, -252, 4092, 5658, -2492, 5296, 3649, 8032, -6823, 8597, -4148, -1977, 9613, 9620, -7001
-5760, -1951, -9829, 5833, 3184, -2022, -2645, 4243, 200, -6099, 7320, 4405, -7818, 5803, -2296
-8521, 3597, -1488, -9894, -4690, 8051, -3962, 8617, 9261, -1728, 13, -3280, -5804, -5447, -2291
-686, 1952, 6012, -7446, -4959, 8302, 4801, 1442, 5980, 4577, 1877, 8535, -7943, 9426, 38
6861, 8289, 8653, 3463, 5469, -6762, -8412, 9452, -9347, -1997, 1111, -2119, -7822, 9639, 6868
-448, -2679, -1183, -1805, 4034, 9347, 4649, -6861, -7692, -9566, 5601, -1318, -8918, 4504, -347
5904, -2309, 4656, -280, -5979, -8989, -8075, 2726, -5219, -4918, 7280, -9514, -7871, -3651, 9233
6176, -5963, 56, 4316, 9948, -4432, -2263, 993, -1055, 3990, 6841, -8185, -728, -9249, -5574
6903, -8129, -6716, -9854, 352, -2646, -7382, 9452, -3359, 935, -6356, -5158, 8720, 5536, -8834
4734, -5022, -7764, 6863, 3647, -2788, -4328, 7990, 3022, -2140, 8615, -5360, 1956, -308, 9376
-7044, 7183, -4419, 6444, 4636, -7396, 6461, -4276, -8016, 2681, 7628, -7167, 8700, -9771, -587
3790, -4819, 5949, 7940, -4598, -8606, 7409, -4795, -755, 2174, -1949, 7748, -8414, 9451, 7880
-7524, -9529, -8408, -5860, 8769, -6669, -6090, 469, -5309, 6567, 5042, -1322, 8200, -5619, 7874
9793, -8048, 6866, -1751, -7626, 8450, -5171, 9806, -4951, 8636, -18, 9019, 1833, 7440, -4503
-8534, 7060, 2549, -9877, 5626, 5337, -3727, -5476, -8869, -9137, 4401, 9301, -725, -4956, 4407
7831, 9242, 8389, 5603, -7345, 440, 6814, -349, 2095, 2903, -2789, -5479, -6670, 2857, -1687
-9577, -7178, -9700, -655, 2189, -627, -138, -6545, 6983, -4953, -4367, -8164, -5810, -654, -2266
8496, 3895, 8516, 6593, 9903, -2042, 9727, 7072, 1449, 6725, -4179, -8153, 9176, 5711, -844
-2422, -7129, -4375, -3570, 4149, -3007, 2879, -354, -9502, 4959, 3027, -164, -1673, -8329, -8242
7410, -4324, 8644, 4721, 111, 5492, -4950, -6502, 2549, 3510, -257, -8388, -5031, -2702, 8025
4606, 8634, 9168, -8574, -4706, 8562, 4837, 2597, 676, -938, -3416, -9449, -8412, -1749, -2233
207, 3841, -6170, -7005, -1025, 5692, -5635, 6670, -112, 4397, 2785, 1425, 9109, 6699, -8906
-854, -1049, 4065, -2356, -606, 1031, -8581, 8528, 1895, -9077, 9300, -7949, 7328, 9029, -1534
1423, -5176, 5453, -6312, -6269, 8660, 3851, 9564, -4800, 2644, -3354, 2160, -4920, -2927, 1689
-9582, 4419, -1938, 9185, 9465, -5399, 3156, -827, -1321, -3536, 5114, -6593, -7151, -8833, 1577
-2224, 1833, -2170, 5543, -4193, 8169, 464, -5003, -7020, -4035, 8170, 4428, -3788, 3070, 2242
6326, 703, -6246, -2929, -7743, 565, -3290, 6106, -7308, 5532, 5297, -1643, 8885, -6866, -488
-4038, 5521, -8860, -7235, 8403, -5648, 1487, 6252, 366, 6017, -3608, 4213, 797, -5371, 2219
744, -7779, -6891, 8170, 5327, -7775, -9654, 7144, 224, -5402, -4270, 2384, -3594, -557, -33
1384, 9238, 8247, 6071, 2325, -3149, 3601, -7847, 3089, -1341, -164, 6460, -7614, -4989, 1324
-9535, -3754, -631, 1412, -6673, -5605, 2545, 7606, -7584, 9149, 8583, 6445, -8663, 2414, -7097
-4167, 7671, 6504, 9558, 4484, -3610, 1616, 8777, -175, -3842, 231, 202, 2452, 8765, 1904
3781, 630, -3602, -8490, 7821, -8053, 4548, -9103, -3475, -3027, -5167, 3478, 8928, -6431, -7813
-7112, -5122, -6030, -2318, -1869, 30, 4433, -2180, -9516, -5655, -7018, 9148, 1046, 501, 6521
-5677, 232, -2057, 3131, 2015, 6612, -6968, 6124, 5270, -3294, -3853, 5525, 6713, -9296, 5142
-7513, 7935, -2756, -6559, -7295, -1817, 5485, -4933, -5594, 2328, 2595, -679, 4794, 2164, 8735
-4535, -9492, 3362, 1195, -4956, -6168, -187, 5644, -8945, -5748, 3587, 7788, 5449, 1546, -1487
113, 2826, 9136, -5851, -3925, -8308, 4199, 715, -7141, -6218, -6066, -7635, 2135, 3713, -9810
-9998, 1078, 3018, -1857, 3705, 5974, -7466, 696, -5684, 5148, -7320, 1997, 2653, -3652, -1794
653, -143, 1215, -5933, -9814, -6230, -7112, 6665, -7789, -5262, 5025, -3180, 2147, -4367, -8100
4234, -2160, 6802, -7905, 7355, 3157, 8567, -2498, -5989, -9712, 9756, -1775, 36, 9270, 2315
4825, -6105, 2456, 5124, 7838, 8822, -9809, -1020, -3527, 5949, -4656, -3151, -8464, -9129, 2771
4750, 7966, -5706, -7943, 4713, 8704, 4276, 2360, -4859, 3440, -9466, -7915, 5129, -1777, -1089
-4973, 4061, 3048, 2210, -2829, 8227, 6757, -8107, -2076, -7324, -4, -1569, 5865, 3140, -6776
1589, 8435, -1621, -2254, -2094, -1176, 4200, 997, -5516, 4500, 7212, 4128, -6053, 7456, -8204
3876, 9845, 5040, 885, 2793, -1924, 9155, -818, -9430, -2761, -7855, -408, -593, 4577, 6647
2581, 1502, 7710, -795, 3862, 8439, -7000, 6425, -1568, 2187, 5620, -4572, -9191, -5936, -425
3778, -5414, -7215, -4171, -1776, 7954, -5775, 1225, -6216, -2077, 576, 4213, -3889, 8505, 141
8973, -4603, 671, 7570, -6128, -1194, 2990, -3844, -8264, -4857, 7779, -7558, 5899, 3776, -5689
-3236, 7312, 1471, 9614, -7161, -1452, -129, 7357, -8492, -2028, -3642, 8764, -2538, 480, -2636
-2261, -9173, -8251, -4767, -3590, 5711, 2199, -4245, 3450, -6491, -9074, 4811, 3460, 6036, 3642
2739, -7657, 970, 1464, -3168, 4558, -4001, 634, 8194, -5686, -2322, -7509, 626, 3141, 9986
-2420, -5359, 4070, 6272, 3402, -6854, 5180, 5615, 3962, 8122, 5666, -1473, 3516, 130, -8833
1489, -7546, -8467, 1343, -8832, 3476, 5473, -811, 1336, -6130, -1843, 8804, -3309, -479, 286
775, -1739, 1003, 4712, 1535, -9634, 8636, -8392, 2007, -2618, 1303, -720, -3894, 7603, 8659
-7798, 3720, -4487, -7290, 370, 8133, -3634, -8781, -6273, 4670, -8826, -1618, 9069, 2164, -1669
-5242, 7657, 8467, -631, 1689, 5077, -4044, -9194, 997, 6598, 399, -6301, 2660, 3556, 2110
-2829, 2234, 7680, -7744, 3597, 8098, -5652, 8750, 7082, -9776, 9368, -6596, -8269, -5878, 2146
-6081, -5883, -8982, -4655, -6882, 1789, -4087, -6034, 1264, 7230, 2287, 7989, -5402, -1202, 600
9460, -7023, 6410, 9749, 9620, 8041, -6210, 9575, 5668, 1514, 741, 9688, -7893, -9019, 5526
-8316, 2369, -7111, 7744, -9551, 6797, -9963, 9936, 9635, -479, -4059, 3333, -693, -4071, 63
-7106, -998, 1932, -6788, -3769, -44, -8406, -166, -6984, -4914, -8690, -9942, -9727, -7790, 9138
-1255, 3909, -5730, -2768, -525, 1860, -1858, 889, 7690, -5853, 64, -9752, -5452, -7652, 4815
753, -2481, -9670, -7170, -1717, 5327, 9679, 5410, 4063, 4700, -2083, 7231, -5065, 7512, -8931
-793, 5742, 6654, -4695, 8650, 1827, -5792, 3388, -690, -406, 3050, -3941, -9260, -5957, -485
2886, -2704, -3953, 3635, -138, -8768, 6327, -1401, -74, -3738, 6794, -1154, 8633, -4996, 2903
7759, -1353, -3829, 2717, -2849, -9250, 1873, 9970, 7051, 6923, -1591, -8305, 9341, 8580, 2433
2560, -4824, 1691, 8641, -2032, -960, -1540, 5873, 645, 3172, -6447, -3519, 380, -3281, -2781
-6550, -9711, -8030, 1475, 211, 4484, 4421, -6699, -6619, -4905, 8923, 8149, 3862, -1235, -4945
5419, 5395, 842, -6239, 4993, 3091, -3715, 2786, -8644, 1466, 9228, 3205, 1168, 2395, -1163
7206, -8130, 8476, -649, -3518, -3692, -4787, -8924, -112, -2039, -2027, 10000, 4510, -8784, 8665
-9602, -4220, 1583, -1674, -3029, 7578, -9398, 847, -4724, 3008, -6806, 5858, 4269, -17, 1473
8774, 4825, 6511, 3268, 6579, 7769, 7250, -6723, -1626, 3904, -708, -8112, -8281, -277, 9857
-9768, 7195, -2918, 8232, 6774, -7741, -344, 1385, 2979, -6055, -692, 4524, -8620, -2358, 4459
-2244, -8264, -424, -2158, -2665, -9247, 8563, -5777, -5721, 3818, 9704, 9026, -6297, -3537, -8256
5793, 3110, 8497, -3947, 4267, -999, 7014, 2334, 4184, -8936, -1953, -2094, -3822, 8362, 7952
-231, 2985, -5236, -9240, -5951, 9817, 2668, 4370, 4409, 1003, 7274, 8994, -2523, -4172, -5203
356, 4768, -4583, 9580, 2702, -528, 38, -9617, 4994, -7430, 106, -6634, 9263, -6751, 2490
8226, 6019, 8792, 200, -8727, -905, -9968, -4300, 9899, -692, -1748, -2467, 5007, -1148, -709
7757, 6828, -8970, -534, 1340, 3085, -4625, -9338, 288, 4000, -5679, -9667, -3720, 589, -3701
-4070, 9943, 3574, -3908, 747, 2108, 3822, 3457, 3518, -6908, -9844, 3037, 4522, -113, -4825
5352, -6689, 2393, -1504, -5417, -1983, 1890, 1847, -8765, 9391, 9946, 321, 9990, 6191, -4339
9072, 2977, 3650, -9129, -1553, 6695, -9553, -5524, 5721, -8026, -1028, -5141, -9265, 4157, -9334
474, 7974, -7586, -1115, -5099, -6466, 4020, 1244, -7781, 3077, 5359, 6149, -2022, 1071, -2578
-3355, 7796, 2342, -140, -53, 4550, -83, 5027, 7882, 5060, -8361, 3300, -6846, -3193, -7754
4619, -6771, -360, -1832, -1194, -9280, -3650, 9525, -4238, 741, 3517, 1058, 3514, -7369, 5932
-1676, 7326, 7616, -8658, -3822, 1989, 8249, -6839, -4240, 3688, -2989, 5539, 2634, -6199, 2582
8089, 8420, 3634, -2177, 3068, 823, 5759, -1186, 2003, -7503, -2900, -360, 5309, -2194, 2659
7572, -4081, -4412, -6373, 5516, -5636, 6677, 7380, 7553, 2058, 4270, 1370, 8206, -5615, -451
1723, 16, 8197, -474, -5734, -6964, 4940, -9617, 4637, -6809, 8190, -3887, 7339, 5179, 9383
-3626, -2361, -3410, -7431, -1620, -8977, 5471, 7171, 5105, 4027, 6748, 617, -5347, 1914, 3741
-1097, -9495, 8137, -5228, 5406, -8592, 1025, 4768, 1979, 4357, 9328, -8100, -8022, 2768, 5668
-58, 6418, 9169, 6562, 9954, -6611, -2086, -2050, 1978, 9657, -6430, 1512, 2927, 2027, 6198
-88, -8253, -1761, -4195, 8955, -8131, 4082, 3413, 3259, -3291, 3134, -8818, 1495, -1993, 6308
3616, -3945, 9827, 1267, -9975, -605, -8310, -4605, 1575, -7936, -8746, 4007, 457, -9231, 5838
-9222, 2028, -2456, -9611, 5287, -9993, -1554, 3461, 1987, 9499, -8897, -6129, 4865, 8867, -4120
-705, -8375, -5502, -2982, -7510, -3875, 6943, -4550, -9303, 1228, 7688, 54, -8495, 3569, -9340
-1997, 29, -7042, 4907, 2476, 3400, -83, 5965, -4891, -5333, 8530, 1361, 5535, 8919, 3822
-1781, 5428, 5879, 9299, -1832, -3242, 9637, -7231, 4289, -5536, 2703, 2489, 1665, 2966, 2697
-6708, 1061, -1752, -2411, -2572, 4634, 5760, -2686, -3582, 2536, 1733, -8805, 7663, 7608, -6242
-1034, 4814, 8274, 1253, -1206, -3029, -5072, 7393, 984, 8259, -1279, -9232, -9029, 4711, 5083
2939, -1301, 3236, 2644, 1503, 5462, 6850, -4361, 1271, 6972, 8263, -7289, 9951, -1749, 2441
-3509, 7642, -7712, -9126, -4404, 3316, 5404, 7799, 36, -520, 3143, -375, -2020, 1185, 4728
3261, -7185, -5519, -6510, -9339, -5610, 7139, -6572, -8796, 1351, 111, 566, -123, -4564, -4095
-6840, 6203, -6817, -9897, -7532, -2657, 1895, 5659, 2044, -5463, -9584, 535, -6800, 5775, 5156
1264, -607, -4725, -8769, 1948, 9177, 3454, 1540, 6172, 4157, -7336, -9511, -2219, 7259, 4829
-6216, 3337, 1904, 4341, 6512, 6733, 7700, -2865, -1187, -1991, -5913, -3760, -4485, 8482, -5436
-8031, 4365, -8541, -2962, 1497, -9459, -2161, -6469, -5515, -3150, 1604, 748, 2859, 4902, -6274
4997, -9264, 4017, -1397, -6279, 9665, 4962, -7118, -8408, -9310, 5372, 9448, -5926, -7599, -7915
9124, -4621, 9945, 5169, 7034, -9639, 5373, 7724, 3636, 585, 1821, 534, -2323, -2982, 9559
-3759, 516, -5235, -1353, -8716, 574, -9952, 5821, 3775, 6828, -9097, -5092, -3707, 8431, 4321
7346, -5810, -7436, 574, -321, -7892, -5105, -6563, -4845, 4950, 5293, 5357, 5181, -301, 6821
4964, 8628, -1532, 6213, 4845, -5426, -9892, 233, 7708, -6275, 1345, -6527, 8238, -2202, 427
-7967, -2835, -6826, -742, 1789, -9196, -3184, -4937, 4056, 6151, 6209, 2435, -8253, -1701, 7856
5542, -3045, 4515, 9268, 6056, -9380, -7688, -2760, -4964, -5211, 181, -3845, 4169, 5378, 8520
4406, 6396, 3869, -9994, 2275, -4127, -947, 550, 6972, -5215, 4443, -504, 4324, -5389, 5630
-9611, 902, -5210, -9152, 7348, -6905, -9868, 5371, 3413, 5776, -1817, -183, 7500, 812, 6673
-7797, -75, -5867, -6346, -9607, 7267, -5649, -7195, 1852, 1365, -2103, -7150, -6066, -3042, 6563
-4495, 1946, 4062, 6339, -8950, -3409, -7530, 5614, 348, -6002, 1891, -7723, -8665, 3502, -9356
7814, -1576, -2488, -7069, -8401, 7610, -8833, 5397, -4205, -9969, 2499, 5095, -3138, -1293, 3744
-8354, -2542, -1429, 3376, 5254, 6856, 8441, -213, -575, 6098, 6176, -1706, 2193, 9064, -1559
-4932, -2398, 8949, -2575, 284, -9822, 8736, -2465, 6062, 818, -7668, 7421, -4181, -4706, 7040
-219, -3519, 4866, 1016, 4248, 2035, 4017, 203, -7428, -4363, 8786, -4296, -6696, -4634, 3938
7934, 3189, 5853, -9120, 4063, -5974, -8687, 3509, -4460, -8390, -3305, -6075, -9325, -4883, 9995
-8221, 555, 9726, 9661, -933, -848, 6936, 4270, -7053, -9592, -781, 9036, -3009, -5138, -1675
7152, 6906, 2254, -8695, 5533, -7317, -7914, 606, 9035, -8185, 4396, 6740, -4216, 5594, 8656
-3975, -1240, 3266, 9454, -3063, -6841, -9652, 8438, -700, -9346, 7167, -525, 8360, -6115, 7896
-8775, -8640, -6170, 7932, 4107, 8192, -1435, 5166, -3688, 5610, 268, -6448, 3994, 4280, -2305
-8134, -7824, -2992, -1247, -8092, -8824, -1797, -6749, -1720, 7349, -2460, -9274, -9887, -3426, 9695
9068, 3435, 9892, 3412, -9965, -4240, -4869, 6247, 3491, -5117, -2444, 6341, -3462, -2185, -4684
8600, 5112, -4964, -3658, 8489, -7334, 800, 3488, 9520, -6876, -5128, 8573, -3634, -2230, 5961
-7277, 5164, -7978, 652, 8393, -4903, 8921, -8458, -4354, -9609, 32, -1018, -1156, -9188, 4590
-5071, -2576, -1253, -1313, -4954, 6928, -7313, 8886, 2956, 4396, -7679, -3852, -6133, 2714, -3090
1040, -5086, -4309, -3587, 7686, 3844, 78, 4125, -1199, 1683, 3150, -1800, -4050, -1623, 4938
602, -8396, 401, 9389, -4953, 7836, 5634, -6755, 6094, 1063, -2152, -345, -2092, -664, -7776
-4992, -351, -3417, 720, 4317, 2607, 2665, -1711, -5000, -9582, 8131, -415, 1434, -2649, -7021
-9281, 8015, -5461, 8457, -6411, 7405, 8126, 8256, 3913, -7005, 5378, 1505, -639, -234, -783
-2732, 6647, 6266, -5999, 2055, -3737, -76, 7177, -1735, -8291, -2347, -1015, -2226, -273, 9561
-956, 6556, -2459, 1900, 875, -8073, 4316, 5475, -7648, -6452, -9263, 242, -959, -4788, 5673
-2888, 5069, 8740, 2996, 4034, -7062, -5345, -5027, 2358, -3523, -4169, -7557, -2625, 292, -2906
3737, -1305, 5278, 5670, -8885, 7320, 9349, -8252, 7577, -132, -6351, 8700, -1829, -9938, -5703
1557, 3680, 9389, -5433, -660, -8184, -6800, 5705, 1627, 9561, 9966, 4422, 8495, -3506, 4203
-9250, -5482, -4013, 5415, 6218, 6783, 9719, -1936, 4192, -5825, 1414, 9962, -2733, 5388, 4566
409, 8453, -3766, -4260, -6460, -1485, -7298, -6817, -2108, 3011, 9452, -4678, -6563, 5026, 486
-4180, -2375, 5395, 375, -2693, 1654, -9645, -2532, -6908, -6985, -6047, 2327, 1177, -5311, 3878
5393, 760, 6723, -3303, 9865, 9082, 8529, 6667, 4269, -1483, -856, 8595, -1503, 8664, -8875
-4189, -2369, -3513, 2046, 5012, -2430, -6730, -2469, -2589, 7771, -6158, 6567, -6473, 8760, 3347
-926, -223, 2084, -9560, -2188, 6155, 6713, 9417, -9609, 8290, -1350, -5451, 5184, -8030, 4552
-5693, 4948, -4363, 8954, 7198, -915, 9040, -9227, -6239, -8561, -4722, -5611, -2608, 8131, 8859
-3109, -326, 2808, -5696, 7477, -3377, -8016, 1687, -4322, 5064, -7517, -2230, -4931, -5225, 5210
-7405, -6037, -1872, -5170, -8645, 3004, 2032, -7180, 4894, 6377, -4006, 45, -9921, -8111, 1219
-2000, -6695, 9117, 8574, 9196, 4003, -308, -2033, 8882, -3621, 3409, 8776, -7352, 9662, -6935
-2748, -239, -7314, -5610, -9080, -9630, -3833, 9737, 2692, -363, -3845, -9219, -4801, 6311, 5994
6006, -6737, 815, -8110, -984, 1514, 808, 5342, -8267, 9791, -4896, -2310, 6683, 3781, -339
3316, -2504, -8041, 953, 7848, -7499, -6904, -5031, -4824, -6796, 5419, -5536, -4129, 3641, -9649
4325, -8842, 9252, 1594, 9952, -4972, 7678, 6414, -5035, -6222, -8568, -1399, 8031, -571, -7797
5537, -1973, 9621, -4650, -9082, 1606, -7465, 449, 6241, 6472, 5259, -1279, -1328, 3159, -4300
-495, 4122, -196, -9674, 2534, 4491, -169, 4880, 5840, 9181, 6730, 4483, 932, 2094, -5079
-7815, 7031, 8699, -5510, -3442, 2343, -3277, 6172, -5194, 7542, 9470, -9430, 6656, 2310, -1363
-6085, 5024, -6641, -9531, 602, 6059, 7450, 4775, -7646, -8098, 5509, 89, -7996, -5479, -3817
4927, 3327, 3445, 7632, -8263, 4165, 7767, -8783, 28, 6244, 6279, 1050, -6303, 3482, 51
5686, -6964, -2398, -2605, 4500, -3417, -8344, -8127, 6753, 3513, -6664, 6645, -5546, 2680, -6564
-9533, 1284, -8601, -9132, -5341, 537, -4244, -5897, 3354, 8958, -9797, 2270, 9686, -5735, 2659
6451, 5595, 4575, -3375, -9387, -4467, -605, -4313, 2972, 7856, -3396, 7892, -2375, -4951, 6147
8207, -1334, -9668, 2064, -175, -5722, -1279, 6352, -7331, -279, 4382, 2281, 3483, -4134, -5707
8300, -224, -7628, -9931, -4763, 3593, 6574, -1377, 8845, -9073, -9279, -8849, 4173, -4668, -3048
-8307, 3311, 7799, -9117, 6320, -9721, -1980, 8198, -1977, -1534, 7866, 5159, 487, -1293, 4246
-3217, 9229, 8035, 748, 5297, 7959, -8942, 7702, 5783, 9591, -7778, 3037, 1255, 6582, 2868
-8057, 1895, 4385, -229, -7927, 8236, 922, -7525, -3193, 9578, 3, -9230, -4566, 9134, -9081
3197, -6680, -6102, -571, 3893, 3638, -5060, -743, -8574, -4546, -1439, 9322, -1884, -3998, 181
4150, -5712, -4879, 2518, 8994, -9461, 6572, -193, 5699, 5854, 5799, 7834, 7671, 3508, 735
5896, -6248, -6797, 6589, 6058, -7919, 7347, 9015, -2911, 7903, -7435, 3101, -7476, -9721, -8283
-9254, -132, -2608, -7439, 147, -6412, 3969, -6490, 6593, -3819, 9479, 1377, -6592, -4564, 450
4464, -8839, 8641, -3059, 1794, 4972, 6524, 9326, 9380, -7487, -7874, -1973, 3397, -1168, -8986
-7829, 2660, -3328, 3612, -4558, 3298, 4554, 5458, -6395, 4305, 3037, 9436, -5033, -9069, 282
8066, -2263, -8353, -36, 5531, -6407, 9257, 1682, 3985, -4928, 2291, -7448, 132, -5539, -9261
-7861, -1123, -2756, 2501, -9909, -6439, 6839, 413, 9875, -5350, -8201, 3838, 3337, -5300, 9067
2584, 7344, -9738, -9777, -5201, -5368, 5110, 4564, 8219, -4681, -4448, 528, 8338, 678, -9574
-9489, -6427, 7191, -13, 3881, 7858, 3480, 6949, -6686, 8338, 6494, 3439, -1549, 2034, -7785
4372, 2186, 45, 5309, -3768, 3815, -7958, -8805, -2497, 4370, -9934, 9084, 2135, -974, 2714
-4551, 1278, -1110, -6233, -8082, 5469, -1096, -9852, -9382, 155, -7644, 9641, -4383, -3947, 8071
8867, 7587, 4860, -7731, -2793, -1544, 1497, 7739, -1375, 4632, -9159, 4276, -736, -7001, 8363
6634, -6869, -290, 3414, -3645, 8333, -3014, 4451, -6111, 9941, -7486, -7348, 3281, -4585, 8827
4549, -8722, -9380, 6751, -1618, 8338, 1435, -4461, -580, 6926, -4721, 7055, 9972, 2425, 1015
-4854, 3915, 1897, -9501, -7622, -5912, -2957, -6737, 6252, -5259, 1913, 6555, 1780, 1435, -2208
4215, -3778, 3839, -2397, -3071, 3165, -9667, 93, -9430, 9971, -6851, 1563, -9312, 9421, -6446
7853, -5505, 2133, -5927, -8668, 4617, -5467, -1174, -5383, 982, -6814, -3303, -6843, -3483, -6767
4151, 2214, -3195, -254, -2120, -4204, 4684, 3531, 2226, 6561, 5364, 2097, 5915, 1253, 354
-9315, -1308, 624, 2132, 8521, 3042, -538, 5896, 5227, -1698, -9448, -7041, 529, 8565, 1575
4432, 2936, -5419, 1915, -7421, 345, -1813, -5530, -6472, 6019, 6817, 3807, 8922, 5478, 2150
4770, -3343, -6392, -5080, 5399, -740, 7519, -1797, 1380, -1308, 108, 6852, -7124, 1518, -1711
-6818, -7593, -7774, 7376, -6626, -6373, -6135, 9184, -5680, 9744, -7804, -5969, -2526, -9058, 4267
-1697, -7700, 8244, 427, 7568, 3136, 5298, -9570, -7164, -4127, -6510, 3562, 175, 3505, 7001
-9111, 5140, -404, 9895, 249, 3409, 8068, 6712, -9261, -474, 6254, 3908, -8925, -6308, 8612
-3427, 9286, -4108, 8549, 9212, 1688, 1732, 8046, -4958, -1475, 5134, 5297, -3612, -3151, 5394
5457, -7786, -4062, 2460, 1659, 7922, -6608, 1944, 9162, 5618, 7041, 6136, 4545, -2629, -9865
471, -2372, 3192, 9315, -5919, -2320, 5490, 3171, -1953, -6441, 2915, 3132, -9703, 1947, -74
5718, -4854, 7937, -3160, 2902, 8491, -7317, -433, -7434, 1220, 324, -326, 9473, 3516, 5953
-9172, -5155, 2224, 9408, 4858, 5480, -8767, 1126, -8042, -7024, -2360, -8702, 5392, -2469, 3901
-6457, -7496, 3828, 6572, -1195, -5716, -3550, -2782, 1478, -5754, -4638, 9755, -7541, -8737, 602
4088, 7293, -1092, 139, 4741, 3301, 38, 7959, 7716, -2781, -3691, 994, -7577, -1168, -9573
2442, 9350, 5408, 8852, 5575, -3783, -1305, -2746, 8425, -2791, -4886, 4810, -2673, 8376, -7502
3807, 3651, -1851, 6436, 4347, -5680, 9308, 8032, -5543, -733, 6833, -5648, 6715, 5192, 4409
8885, -1552, -2428, 933, 9369, -1103, -8877, -2359, -496, 3860, -4736, -5422, 3363, 5939, -8828
-3093, 7869, -695, -9557, 4577, -3986, -5040, -2980, 1833, 4165, -4084, 9439, -7867, -1365, 8326
-1544, -8640, -1115, -2478, -4572, -909, 2969, 1693, 8923, 7051, 2588, -4205, 4685, 5621, -76
-8367, 3883, 1084, 938, -8324, 9890, -5963, 6767, 2553, -6096, 8936, -5763, 6206, -9231, -6403
6701, -6257, -6215, -3481, 6689, -9028, 2535, 8421, 8116, 2513, -2093, 9297, -1533, 2866, 2990
